conceptId	en	latin_ta	english_ta	mapping_status	current_ru	decision	final_ru	reason	confidence
FMA38484	left flexor pollicis longus	flexor longus pollicis	flexor pollicis longus	PROBABLE	Левый сгибатель большого пальца кисти длинная	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38485	brachioradialis			NO_MATCH	Плечелучевая мышца	KEEP	Плечелучевая мышца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA38486	right brachioradialis			NO_MATCH	Правая плечелучевая мышца	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38487	left brachioradialis			NO_MATCH	Левая плечелучевая мышца	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38488	muscle of posterior compartment of forearm			NO_MATCH	Мышца задняя компартмент предплечье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38491	superficial muscle of posterior compartment of forearm			NO_MATCH	Поверхностная мышца задняя компартмент предплечье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38494	extensor carpi radialis longus	extensor radialis longus carpi	extensor carpi radialis longus	EXACT	Длинная лучевая мышца, разгибающая запястье	KEEP	Длинная лучевая мышца, разгибающая запястье	Exact TA2 mapping; current Russian term is grammatical and semantically complete.	HIGH
FMA38495	right extensor carpi radialis longus	extensor radialis longus carpi	extensor carpi radialis longus	PROBABLE	Правый длинная лучевая мышца, разгибающая запястье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38496	left extensor carpi radialis longus	extensor radialis longus carpi	extensor carpi radialis longus	PROBABLE	Левый длинная лучевая мышца, разгибающая запястье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38497	extensor carpi radialis brevis	extensor radialis brevis carpi	extensor carpi radialis brevis	EXACT	Короткая лучевая мышца, разгибающая запястье	KEEP	Короткая лучевая мышца, разгибающая запястье	Exact TA2 mapping; current Russian term is grammatical and semantically complete.	HIGH
FMA38498	right extensor carpi radialis brevis	extensor radialis brevis carpi	extensor carpi radialis brevis	PROBABLE	Правый короткая лучевая мышца, разгибающая запястье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38499	left extensor carpi radialis brevis	extensor radialis brevis carpi	extensor carpi radialis brevis	PROBABLE	Левый короткая лучевая мышца, разгибающая запястье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38500	extensor digitorum	extensor digitorum	extensor digitorum	EXACT	Разгибатель пальцев	KEEP	Разгибатель пальцев	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA38501	right extensor digitorum	extensor digitorum	extensor digitorum	PROBABLE	Правый разгибатель пальцев	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38502	left extensor digitorum	extensor digitorum	extensor digitorum	PROBABLE	Левый разгибатель пальцев	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38503	extensor digiti minimi	extensor digiti minimi	extensor digiti minimi	EXACT	Разгибатель пальца мизинца	KEEP	Разгибатель пальца мизинца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA38504	right extensor digiti minimi	extensor digiti minimi	extensor digiti minimi	PROBABLE	Правый разгибатель пальца мизинца	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38505	left extensor digiti minimi	extensor digiti minimi	extensor digiti minimi	PROBABLE	Левый разгибатель пальца мизинца	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38506	extensor carpi ulnaris	extensor ulnaris carpi	extensor carpi ulnaris	EXACT	Разгибатель кисти улнарис	KEEP	Разгибатель кисти улнарис	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA38507	right extensor carpi ulnaris	extensor ulnaris carpi	extensor carpi ulnaris	PROBABLE	Правый разгибатель кисти улнарис	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38508	left extensor carpi ulnaris	extensor ulnaris carpi	extensor carpi ulnaris	PROBABLE	Левый разгибатель кисти улнарис	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38509	deep muscle of posterior compartment of forearm			NO_MATCH	Глубокая мышца задняя компартмент предплечье	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA38512	supinator	supinator	supinator	EXACT	Супинатор	KEEP	Супинатор	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA38513	right supinator	supinator	supinator	PROBABLE	Правый супинатор	REVIEW		Needs external Russian anatomical terminology verification.	LOW
